GEOID,Total population,White,Black,Asian,Hispanic
36081081400,4971,0,1884,1516,1311
36081081800,4239,91,1521,1285,1042
36081083700,5531,783,4,3949,713
36081083800,5904,424,817,2106,1373
36081084000,7216,646,1024,2869,1715
36081084500,4984,279,474,2874,1222
36081084601,3081,470,156,1205,921
36081084602,1201,91,281,310,453
36081084901,2400,91,112,2032,56
36081084902,4086,86,120,3446,434
36081085700,5033,342,131,3705,713
36081085900,5465,639,8,4415,286
36081086100,2282,107,56,1750,355
36081086400,2827,432,189,723,1292
36081086500,4333,739,155,2827,378
36081086900,1693,77,0,1462,135
36081087100,3589,83,446,2362,622
36081088902,5580,936,249,3091,1179
36081088903,5266,427,45,3666,1046
36081091603,3782,3505,9,20,208
36081092200,2273,2072,0,5,164
36081092500,3611,641,8,1171,1777
36081092800,3925,3723,0,117,85
36081092900,7750,1950,96,1829,3780
36081093401,4094,3156,39,85,788
36081093402,4378,3396,210,116,523
36081093800,5289,3565,421,179,1042
36081094203,6701,3539,683,54,2138
36081094500,4081,1869,2,1094,1071
36081094700,2324,568,1,531,1224
36081097204,4094,431,2257,203,1122
36081097205,3645,179,1622,526,1318
36081097206,2923,89,1506,0,1036
36081099703,3990,1935,68,1346,459
36081099704,7453,4751,121,1678,812
36081099705,2698,1197,8,889,485
36081099801,9308,308,5276,280,2718
36081099802,6489,1195,3636,218,1210
36081100801,3042,957,1414,220,294
36081100803,4081,538,1915,93,1383
36081100804,4952,1588,3027,263,74
36081101002,5393,3408,628,882,461
36081101003,4279,1468,1076,24,1678
36081101004,7499,2971,2708,406,1189
36081103201,7226,472,3254,336,3005
36081103202,8397,4096,1472,53,2420
36081103300,4784,2082,31,2104,457
36081103900,7132,3377,0,2478,1213
36081104700,7009,1926,2,4188,893
36081105900,3948,2262,0,1496,108
36081108500,2584,1398,52,720,395
36081109300,3123,1463,21,1246,316
36081109700,1726,866,8,572,226
36081109900,3471,1909,4,1071,419
36081113300,1416,603,0,532,281
36081113900,3997,1292,16,1805,632
36081114100,2491,1292,0,842,331
36081114700,1910,895,0,743,216
36081115100,839,434,0,273,97
36081115500,2384,652,76,976,453
36081115700,3221,671,67,1822,597
36081115900,4209,520,14,3002,418
36081116100,3867,278,161,2905,467
36081116301,4771,527,190,3296,758
36081117100,2510,438,50,1436,584
36081117500,4541,1127,73,2560,701
36081118100,1734,580,26,700,388
36081118500,1930,203,5,783,927
36081118700,2497,307,22,1490,565
36081118900,1857,298,0,1365,165
36081119100,2944,428,0,2099,417
36081119300,2058,446,18,1153,162
36081119500,1559,386,2,482,516
36081119900,1618,389,4,1181,24
36081120100,1416,219,36,978,167
36081120300,1684,233,25,1323,90
36081120500,2748,141,36,2440,126
36081120701,3191,775,17,1947,407
36081121500,4804,740,243,2710,887
36081122300,3152,996,56,1693,328
36081122703,7738,1808,1093,752,3881
36081122704,4590,1521,443,947,1496
36081124100,3978,983,367,1922,485
36081124700,3668,1667,20,1874,107
36081126500,1843,471,48,909,344
36081129102,4083,2418,103,926,329
36081129104,4384,1742,66,1517,966
36081130100,4075,715,1103,1206,843
36081133900,1310,671,3,584,51
36081134100,3508,1020,85,1998,330
36081134701,5313,772,722,2467,1114
36081134702,4726,1024,595,2643,284
36081136700,6585,1408,412,3614,1039
36081137700,7882,2237,145,3663,1510
36081138501,4515,1157,0,2750,467
36081140300,2729,895,12,1656,153
36081140901,1261,213,38,550,413
36081140902,2647,583,4,1730,300
36081141700,5017,1182,91,3016,662
36081142900,4086,1327,0,2081,610
36081144100,3172,967,13,1688,467
36081144700,3436,303,757,1810,518
36081145101,1037,545,0,469,23
36081145102,2748,573,89,1512,500
36081145900,2854,913,8,1100,687
36081146300,2951,1143,133,1055,482
36081146700,2828,1487,80,948,261
36081147100,3322,2029,56,1136,88
36081147900,4649,2002,54,1480,845
36081150701,3295,1515,2,1107,563
36081150702,3184,1676,48,1092,368
36081152902,6168,2398,31,3183,411
36081155101,2075,1998,0,72,5
36081155103,4986,2318,708,1251,450
36081155104,3867,1103,271,1811,602
36081157902,4218,883,70,2657,166
36005036100,5756,8,1803,2,3812
36005012701,2207,13,409,7,1735
36005015900,2164,3,168,50,1943
36005020502,2515,29,637,22,1820
36005039902,5570,37,592,82,4691
36005000400,6000,372,1088,94,4386
36081093900,6245,1919,232,1800,2230
36005042600,7223,94,5123,312,1642
36061003800,8137,4921,944,1349,803
36061005700,3016,2436,62,318,56
36061001001,1615,1035,18,197,259
36061002901,1453,481,429,36,481
36061002700,1253,248,1,942,18
36061002902,4197,486,42,3472,38
36061001502,8133,5326,123,1499,597
36061004800,6541,4578,199,1169,471
36061004400,16629,11687,732,2278,1217
36061006400,7415,5451,435,702,548
36061022900,9265,1385,2059,112,5567
36061017800,4087,935,978,303,1802
36081008700,3144,502,1091,118,1328
36081094201,3343,931,955,54,1264
36081094202,6057,1187,2203,109,2101
36081111300,2636,1248,4,972,383
36081148300,2960,1713,8,1089,101
36081080900,7434,3367,323,2542,866
36081122702,6454,1547,1473,1171,2076
36081125700,3418,299,507,1423,865
36081126700,4821,1896,515,981,1153
36081139900,1662,392,3,1004,263
36081143500,2553,585,5,1645,70
36081157901,5825,1040,89,3521,780
36081157903,4378,1033,82,2850,277
36081042400,2491,32,2125,0,49
36081043400,1852,109,1499,0,198
36081042600,458,179,177,30,72
36081043200,1339,0,1062,29,18
36081045200,1178,147,102,610,269
36081045400,5252,232,551,3375,514
36081005900,3956,2426,75,585,661
36081006100,5474,3273,114,724,1028
36081058100,3264,1068,106,29,1929
36081058300,3718,1894,66,326,1169
36061023501,7298,1302,2337,547,2806
36081047900,5829,198,171,4167,1186
36081062000,1607,12,1366,0,159
36081063000,1629,31,1491,25,82
36005019300,7126,25,2113,57,4752
36061021900,6422,361,2153,207,3688
36061022302,3093,304,563,385,1686
36081133300,4115,1984,113,1818,130
36061011600,3782,2418,76,818,423
36061012400,10249,7370,79,1828,622
36005021200,5157,50,1807,1445,1717
36005022200,3169,89,238,1148,1493
36061027900,11410,2216,207,194,8620
36061028300,8463,1556,165,331,6313
36061028500,8799,652,310,12,7491
36061014401,4644,3734,0,530,286
36061000800,9189,963,19,7632,366
36061001600,8133,1757,122,6047,60
36081037100,1289,55,362,178,683
36005008900,3197,4,363,0,2707
36061028700,4580,1164,186,98,2985
36061001200,4372,2294,84,669,1227
36081112300,2226,735,205,594,606
36081112900,2327,895,23,815,569
36005042901,3257,237,173,792,1975
36005043102,5008,628,1097,36,3242
36081026300,5360,887,27,3018,1330
36081013600,2044,1098,122,261,511
36081005400,6433,1197,560,1676,2121
36081008600,2830,759,18,598,1201
36081066401,2029,386,806,833,4
36081066900,1625,1257,0,110,245
36081030600,4918,157,3906,102,592
36081048500,4255,232,42,3062,878
36081012500,1557,760,100,308,323
36005038900,5333,1063,444,234,3569
36005029301,1794,1212,124,79,272
36005029302,6043,3440,551,231,1440
36081013000,1861,847,194,189,566
36081073100,1658,1129,0,320,104
36081074900,1412,894,0,438,45
36005042500,6614,1290,548,770,3937
36081026502,1220,52,0,565,543
36081026501,2936,685,17,1744,464
36081048301,2105,259,9,1318,519
36005002800,5372,56,3342,0,1954
36005005200,1833,0,602,0,1231
36081066100,1689,1501,0,60,122
36081065900,2066,1540,0,264,182
36081066501,4333,3061,50,47,1016
36005020000,5147,170,501,1192,3054
36005025600,1464,389,152,89,819
36081102900,3931,2430,50,571,615
36081097300,2347,1700,0,126,489
36081098100,2273,1582,0,429,262
36081060100,2512,1441,18,70,944
36081063302,1857,888,0,13,937
36081063500,2617,1316,11,63,1202
36081062100,2938,1341,17,151,1364
36081063700,3672,2459,0,344,707
36081077500,2201,1423,13,317,373
36005039700,3689,2138,207,227,884
36005039300,8690,329,3255,35,4852
36005029700,4122,2851,316,149,712
36081063900,3195,1391,120,213,1413
36081046300,3791,55,19,1370,2116
36081047100,4486,65,13,3282,1126
36005035000,2207,177,1470,69,440
36005035800,8758,300,6358,46,1714
36005024000,4618,854,1012,8,2525
36081077300,2136,1280,80,278,394
36081024900,4804,758,47,2285,1686
36081026100,7642,566,29,3349,3573
36061021000,7179,209,4924,411,1463
36061021200,4219,496,2880,133,515
36005027600,52,15,31,0,6
36061015502,5095,3684,120,1024,162
36081012301,2960,2056,111,148,526
36005037800,3147,38,1377,0,1732
36081085300,5742,172,108,4735,659
36005026900,4072,47,501,27,3472
36081161700,5155,1719,769,1150,1225
36081035700,4037,369,1274,672,1642
36005009301,4928,138,1232,0,3558
36005023501,3325,27,151,3,3128
36005023502,4628,12,1086,0,3482
36081099701,2880,1859,4,748,204
36081101700,6724,3441,66,1629,1372
36005023702,1333,27,407,0,894
36005039901,5312,114,664,210,4181
36005023703,5493,78,712,56,4600
36005040100,5086,282,473,31,4288
36005016900,1729,18,738,0,864
36081085500,7041,804,0,4478,1686
36081086300,6807,393,208,4864,1342
36061030700,4072,2232,363,108,1196
36005014702,5157,9,1838,0,3297
36081029400,7340,228,5367,15,1119
36005014300,1579,7,495,113,913
36005018501,3069,44,1767,0,1217
36081004401,4238,222,113,2601,1185
36081005800,6643,1428,504,1240,2961
36061020101,1859,1093,211,294,169
36061020300,4036,1815,384,1005,652
36081116302,4036,530,57,2806,643
36081116700,2083,102,9,1373,546
36081090700,1590,264,0,799,506
36081091900,5776,927,257,2335,2187
36081029700,1925,475,16,429,973
36061018500,5155,3335,339,954,356
36081051500,3565,2372,22,265,785
36081000102,5323,2940,38,1745,335
36061023804,3035,1292,165,1272,117
36061018900,11245,2058,2048,1031,6015
36061019100,8888,5640,670,682,1499
36081030906,3334,693,57,1740,827
36081098700,2806,2187,0,307,290
36081099100,7812,5434,0,1161,1082
36061013700,6579,4220,369,1040,602
36061013900,10203,6665,158,1669,1550
36061014500,6401,4035,220,1536,510
36061027700,6603,1092,467,99,4728
36081010600,3774,73,379,1375,630
36081016600,4002,129,225,1276,888
36061001002,5520,67,919,994,3469
36005003300,3339,61,1069,0,2114
36081056000,1791,453,1,812,400
36081162100,6244,942,363,3337,1231
36081097202,3689,140,2967,32,443
36081099200,4402,494,1913,125,1391
36081045800,2420,230,359,1344,151
36081046200,6099,193,910,3006,1570
36081046600,4631,274,1373,1976,748
36061022700,5239,999,1681,172,1721
36061025900,4033,1006,1455,247,1089
36061006000,5698,4282,94,616,442
36005001901,2168,328,631,0,1155
36081015500,2219,1135,25,583,346
36081015900,3250,1951,154,133,869
36061002400,4385,110,800,732,2585
36061002000,5015,113,926,785,2962
36005009000,3693,96,937,123,2440
36005009800,4818,205,735,246,3149
36081000101,5006,2323,82,1664,532
36081107201,2429,1910,20,232,267
36005020100,3772,73,1198,1,2500
36005020501,7267,139,793,73,6215
36061007900,4170,3394,0,121,503
36061009901,1877,1633,21,59,151
36061014601,4312,3090,82,511,629
36061014602,7878,6287,16,806,596
36061014802,6615,4574,76,533,1230
36061026100,13217,630,633,212,11581
36061025300,11488,1392,438,163,9216
36061026300,9690,1215,215,168,8004
36061019800,2499,634,1206,42,281
36061019000,3722,645,1960,422,611
36061020000,3233,858,1573,145,560
36061027300,7620,5143,220,152,1601
36061027500,3074,1962,16,430,426
36061000700,8653,6432,143,1231,517
36061000900,1906,1173,61,370,192
36061003001,3718,2108,236,588,773
36061005900,5047,3687,162,648,412
36061006100,5143,3096,272,1129,559
36061004200,5347,2839,346,1316,621
36061005000,5042,3712,53,988,67
36061008603,5226,3782,0,344,1038
36061010601,7632,6804,57,403,327
36061012800,5574,4635,6,300,558
36061004700,2714,2055,12,411,157
36061004900,4411,3486,68,413,444
36061013203,4452,3066,0,295,997
36061013400,11272,9194,331,1116,447
36061010602,4812,3413,136,756,451
36061011000,7553,4762,258,1171,1090
36061013800,12879,10452,189,1012,750
36061014000,7461,6734,78,428,42
36061013603,4069,3696,0,161,212
36061013604,4042,3361,0,212,325
36061014402,7028,5167,258,724,651
36061014200,4747,3791,14,367,285
36061002202,2422,1318,228,386,456
36061003002,3126,1656,119,392,903
36061018200,7212,366,2245,221,4039
36061018800,4955,753,880,213,2925
36061017900,9116,6789,3,701,1357
36061018300,8578,6117,265,630,1332
36061016800,5110,776,1891,251,2095
36081045500,13798,2159,4376,2471,4330
36081071702,4287,1208,266,1904,633
36005006700,6993,50,1175,0,5651
36005006900,7255,103,2006,0,5102
36005003100,2165,58,523,106,1416
36005038304,2218,16,414,0,1601
36005036502,2502,26,826,0,1618
36005036700,2198,14,480,73,1581
36005002001,4694,0,2055,0,2534
36005004300,5527,95,1233,0,4143
36005007700,2165,42,272,30,1816
36061023000,9067,544,5389,471,2283
36061023200,9167,512,4277,153,4133
36005022401,2517,326,322,122,1630
36005023000,2963,486,425,167,1793
36081095400,6823,872,3632,180,1828
36081096400,7271,860,3904,496,1502
36061020901,3674,178,1596,115,1714
36061025700,5030,1767,2034,189,839
36061019701,879,320,111,197,251
36061020102,4125,1147,1981,250,484
36005015500,3089,2,968,32,2060
36005038500,5025,25,1528,10,3445
36005039500,4286,31,1614,76,2549
36005028300,2841,354,377,0,2021
36005028500,3763,1601,174,391,1543
36061006200,4385,1643,1028,802,750
36061006600,12022,6601,1011,1903,2164
36061005600,4190,2596,192,368,791
36061007400,4805,3288,134,925,369
36081009100,2170,1128,76,197,754
36061015200,8122,3807,888,736,2165
36081076901,4672,2412,104,680,1215
36081076902,1168,458,3,451,221
36081031700,5359,3884,351,289,835
36061001501,7749,4629,396,1691,377
36061002500,5289,156,1746,1811,1303
36005027401,5148,3265,88,142,1623
36005027402,3611,2030,114,38,893
36081071100,6133,3314,83,1756,829
36081071306,7482,2955,850,1412,1686
36061016700,6966,5851,38,514,266
36081059200,1624,0,1513,41,47
36081062200,2195,117,1838,8,217
36081000104,261,41,179,0,34
36081063800,3487,144,2897,32,379
36081129103,4477,2373,62,1080,889
36061023802,5637,1905,910,1687,944
36061023803,3483,1635,417,1028,236
36061023300,7460,1646,1589,600,3432
36061023700,6328,1212,1572,133,3101
36005041400,5352,511,2914,330,1096
36005041800,3750,144,2038,602,748
36081053501,1372,555,0,37,780
36081052500,2647,1379,26,112,1027
36081059502,3130,660,13,139,2318
36005016500,1074,4,587,9,463
36005016700,3822,25,1544,0,2205
36081002500,6046,318,2513,876,2032
36061021400,3034,247,2275,114,308
36061023600,7871,190,5736,54,1633
36005041100,3677,206,506,272,2605
36005041300,9110,569,830,191,7282
36005030202,5261,347,4015,27,753
36005046205,3053,124,1716,348,865
36081156700,1652,295,454,500,331
36081157101,8902,1662,185,4871,1861
36081157102,2297,318,73,1349,463
36005043501,1059,24,328,43,473
36005045101,1490,1305,80,3,102
36005028400,544,259,152,6,127
36081000701,3044,1460,29,848,530
36081001901,1339,377,213,593,97
36061012902,2374,1119,80,438,507
36061013501,4936,1698,349,833,1944
36061013502,5543,2296,584,1125,1326
36005014500,7002,194,3919,0,2883
36005014701,5864,31,3633,1,1937
36081001903,1525,633,34,524,272
36081003301,2675,1146,80,940,365
36061011500,3367,1496,211,980,592
36081008800,3922,1256,217,450,1992
36081006202,6739,2608,219,307,3241
36061015900,8606,6427,293,799,714
36061016300,7575,6231,89,452,607
36085000300,2187,1042,248,366,483
36085000600,2484,1660,126,513,185
36085000700,4578,1138,1699,168,1427
36085000800,5751,2858,392,1630,843
36085000900,1924,617,282,54,943
36085001100,3106,601,589,163,1540
36085001700,1543,655,249,238,181
36085001800,525,310,0,36,153
36085002001,2883,1674,186,337,578
36085002002,3143,2217,199,463,264
36085002100,4854,1511,1295,242,1628
36085002700,1843,575,250,126,853
36085002900,4956,133,2877,138,1782
36085003300,3758,1994,1004,255,439
36085003600,3189,1234,179,647,834
36085003900,2319,1451,262,120,453
36085004001,3159,775,1520,250,614
36085004002,2395,164,722,929,580
36085004003,2961,0,2030,0,901
36085004004,4361,767,1045,678,1871
36085004700,3158,1817,408,528,312
36085005000,4624,2674,127,1004,812
36085006400,3480,1883,599,596,402
36085006700,2737,2000,157,200,312
36085007001,3180,1717,37,1097,110
36085007002,6761,4059,562,1008,1075
36085007400,4998,2701,367,897,726
36085008100,4622,1706,1030,319,1461
36085009601,4673,3547,35,481,515
36085009602,3353,2195,29,659,398
36085009701,4288,1609,1280,180,1118
36085010500,4545,1846,528,188,1743
36085011201,5846,3634,64,1105,872
36085011203,6622,3542,399,1385,1123
36085011204,260,14,172,0,74
36085011401,3273,1486,446,201,941
36085011402,3532,2747,35,320,288
36085012100,3076,2568,16,3,324
36085012200,3976,2380,53,238,1305
36085012500,3020,1378,563,162,823
36085012804,4574,2780,37,770,775
36085012805,2370,1960,29,241,102
36085012806,5595,3352,102,575,1177
36085013301,1091,60,693,31,304
36085013302,3846,173,1406,130,2094
36085013400,4225,2636,608,277,589
36085014607,4841,3918,42,273,541
36085014608,3304,2834,0,123,316
36085015100,6017,4341,6,918,691
36085015601,6262,4738,118,338,1065
36085015602,3533,3179,19,1,312
36085015603,4903,3356,0,414,1105
36085016901,3870,2830,31,225,679
36085017005,4873,3945,34,643,251
36085017007,6457,3808,19,683,1844
36085017009,5186,4423,0,535,228
36085017011,4920,4211,2,145,435
36085017012,4364,3434,33,178,660
36085017013,4158,2965,68,415,710
36085017014,4377,3101,46,489,667
36085017015,2940,2816,0,0,124
36085017300,2372,869,295,411,609
36085017600,4963,4435,225,198,95
36085017701,3556,2690,1,723,93
36085017702,2331,1968,0,138,225
36085018100,3268,2628,91,259,259
36085018701,1931,1100,112,417,272
36085018703,4794,2433,109,1558,589
36085018704,3770,2441,406,541,144
36085018901,5216,3527,224,864,587
36085018902,6277,4233,27,1018,716
36085019700,1840,1347,8,281,161
36085020100,3777,1498,201,294,1502
36085020701,3168,286,1971,0,697
36085020702,2311,218,428,48,1587
36085020804,6055,4764,1,199,714
36085020805,6446,5483,13,136,538
36085020806,2514,2006,1,0,301
36085022300,2765,352,862,69,1075
36085022601,6946,6205,40,130,571
36085022602,1323,1278,6,39,0
36085023100,5259,924,1322,666,2268
36085023900,3729,825,500,357,1805
36085024401,5704,4887,0,118,677
36085024402,5028,4604,2,96,300
36085024800,4864,3656,19,259,930
36085025100,6002,3780,265,646,1202
36085027301,4034,2323,54,913,686
36085027302,4158,3114,20,740,188
36085027702,6540,3885,101,1214,1277
36085027704,4832,3239,86,836,671
36085027705,6401,3614,228,1850,653
36085027706,3625,2047,350,563,487
36085027900,2288,1799,43,265,181
36085029102,3322,1865,17,905,535
36085029104,6819,3875,250,1335,1302
36085029105,4593,2827,101,592,939
36085030301,5628,2040,284,1136,1905
36085030302,6663,1803,1409,671,2585
36085031901,3422,252,1625,602,943
36085031902,5298,441,2726,227,1817
36085032300,1105,138,420,33,329
36047000100,4722,3174,677,287,384
36047000200,1160,249,23,55,833
36047000301,3892,3514,62,63,164
36047000501,4604,3022,233,593,561
36047000502,2826,2297,38,339,117
36047000700,4044,3132,131,188,189
36047000900,4687,3326,196,376,307
36047001100,1508,868,164,208,221
36047001501,5117,1119,1645,987,1142
36047001502,5074,1771,654,1626,706
36047001801,2021,389,743,39,771
36047002000,1845,33,50,98,1664
36047002200,4083,1079,202,440,2349
36047002300,4418,36,1634,696,2052
36047002901,4370,126,2148,718,714
36047003000,1736,887,93,556,166
36047003101,3608,1627,632,853,312
36047003300,4630,1964,1080,576,389
36047003400,3582,1980,126,750,710
36047003500,2297,1194,525,290,144
36047003600,3699,2137,80,610,726
36047003700,3220,1736,322,734,172
36047003800,1512,835,6,456,177
36047003900,2349,1140,171,319,311
36047004100,3535,2622,257,232,272
36047004300,3919,2241,415,520,567
36047004400,2335,1925,37,160,204
36047004500,3614,2426,501,292,174
36047004600,1386,1095,0,138,153
36047004700,1912,950,127,126,456
36047004900,2833,1848,375,160,266
36047005000,2405,1797,36,383,189
36047005201,1659,1095,11,320,203
36047005202,2734,2271,71,104,189
36047005301,2334,1431,313,58,463
36047005302,91,39,0,5,47
36047005400,3388,2334,129,448,406
36047005601,2585,1354,372,467,337
36047005602,1867,1272,16,147,347
36047005800,3066,2092,23,280,577
36047006000,3516,1707,0,306,1402
36047006200,2536,1621,31,446,381
36047006400,3264,2583,26,250,307
36047006500,6308,4821,103,235,629
36047006600,3898,2198,53,594,832
36047006700,4102,3393,47,122,253
36047006800,4684,1862,259,756,1689
36047006901,1838,1503,22,123,168
36047006902,2157,1613,50,98,178
36047007000,2632,1606,88,363,405
36047007100,4669,868,1873,238,1334
36047007200,1844,183,14,320,1311
36047007400,5508,585,12,1666,3237
36047007600,5327,508,165,1197,3450
36047007800,5053,719,32,398,3878
36047008000,3571,784,41,249,2433
36047008200,3780,390,424,422,2159
36047008400,3742,640,110,229,2707
36047008500,7412,134,3618,300,2717
36047008800,2531,768,493,515,712
36047009001,1388,137,0,404,847
36047009002,1392,108,46,399,839
36047009201,2182,167,58,1528,252
36047009202,3653,370,164,909,2147
36047009401,2460,143,0,1712,605
36047009402,2970,592,66,1821,354
36047009600,5822,1144,80,2130,2352
36047009800,6364,172,86,2586,3476
36047010000,5434,291,123,2814,2166
36047010200,5025,430,58,3434,1039
36047010401,2411,147,13,2084,167
36047010402,2207,162,0,1893,133
36047010601,2773,37,42,2026,410
36047010602,2185,131,0,2008,0
36047010801,1895,189,0,1428,278
36047010802,2413,179,22,1855,302
36047011000,2490,752,8,996,718
36047011200,6274,2306,98,1662,1835
36047011400,3709,1424,493,966,751
36047011600,3480,206,22,2811,430
36047011800,1965,128,12,1724,94
36047011901,1382,839,78,142,295
36047012000,1299,50,0,1018,215
36047012100,1989,1204,67,96,569
36047012200,5762,582,14,2598,2554
36047012600,2831,782,110,1001,818
36047012700,3896,1114,1575,248,881
36047012801,2192,642,10,1241,299
36047012901,2389,1416,168,221,483
36047012902,2996,1691,389,204,445
36047013000,4794,2790,202,476,1092
36047013100,3936,2393,433,339,488
36047013200,2422,1218,63,857,284
36047013300,4567,3340,122,364,568
36047013400,4510,2490,88,918,893
36047013500,4223,3131,18,472,275
36047013600,3849,2613,2,410,719
36047013700,3574,2068,256,326,802
36047013800,4083,2272,169,577,1047
36047013900,3637,2323,324,168,594
36047014000,2051,1385,100,382,184
36047014101,1036,610,22,124,199
36047014200,3403,1774,152,559,642
36047014700,2675,1453,0,170,689
36047014800,1266,861,0,184,217
36047014901,1563,1178,38,68,134
36047014902,4707,3389,7,386,856
36047015000,1744,1079,3,376,227
36047015100,4129,3167,13,285,432
36047015200,2786,1441,126,682,526
36047015300,2830,2034,106,164,420
36047015500,3904,2702,217,177,461
36047015700,4853,3347,359,509,454
36047015900,5102,3818,255,390,430
36047016000,4647,2339,323,864,853
36047016100,3726,2373,427,303,450
36047016200,2409,1199,101,114,922
36047016300,3906,2543,776,210,229
36047016400,1310,669,388,86,84
36047016500,6604,4539,180,706,692
36047016600,1940,1518,0,234,149
36047016700,4859,3318,100,761,514
36047016800,2166,1397,0,550,127
36047016900,5244,4139,45,399,439
36047017000,3075,1573,0,1272,192
36047017200,3252,1398,49,1191,464
36047017400,2384,1210,0,886,241
36047017600,2602,1497,23,708,339
36047017800,2901,1072,54,1175,575
36047017900,4375,954,1722,435,744
36047018000,3253,1328,0,1078,832
36047018100,3788,2571,456,261,284
36047018200,3612,1070,0,1948,387
36047018300,2749,1700,363,115,139
36047018400,2295,979,0,1087,144
36047018501,4767,419,2135,272,1831
36047018600,2311,988,0,823,494
36047018700,1459,783,287,96,241
36047018800,2882,1353,24,919,462
36047019000,5114,1631,27,2156,1257
36047019100,2993,1316,475,318,757
36047019200,2876,771,9,1215,757
36047019300,5684,2145,1778,802,824
36047019400,3512,486,7,2484,513
36047019500,3405,1551,1287,15,354
36047019600,4670,1379,274,1778,1239
36047019700,3754,1946,1010,200,383
36047019800,1895,772,0,811,258
36047019900,3632,1819,783,209,633
36047020000,2387,892,0,999,496
36047020100,4277,2257,1237,248,202
36047020200,1924,869,29,780,207
36047020300,1849,956,274,122,281
36047020400,1886,1491,0,293,57
36047020500,3407,1927,422,557,133
36047020600,2692,1526,21,714,388
36047020700,4923,3032,793,260,518
36047020800,3251,1061,36,1936,145
36047021000,4089,1165,85,2370,283
36047021100,3008,626,1231,155,837
36047021200,4328,1244,0,2438,646
36047021300,4346,889,2919,0,469
36047021400,2482,1142,0,1005,289
36047021500,6271,2815,2102,306,505
36047021600,3945,3125,3,287,387
36047021700,3493,1159,1408,263,497
36047021800,2927,2521,0,67,147
36047021900,3882,1303,1767,199,334
36047022000,5153,4175,21,272,381
36047022100,4058,1381,2103,168,321
36047022200,4034,3752,0,81,201
36047022400,5479,4570,7,275,627
36047022600,2478,1297,0,349,735
36047022700,4244,1717,1444,200,749
36047022800,4129,2493,38,1246,210
36047022900,4082,2043,1234,162,342
36047023000,4555,3582,133,176,664
36047023100,3623,1778,969,157,506
36047023200,6593,5731,0,182,597
36047023300,6953,2494,2552,540,1142
36047023400,5080,4945,15,11,93
36047023500,5613,4077,321,253,881
36047023600,5924,5433,0,57,77
36047023800,4563,4437,0,0,77
36047024000,6001,5243,95,6,591
36047024100,2876,1858,334,104,486
36047024200,2618,2136,12,342,128
36047024300,4454,1190,2267,244,648
36047024400,3636,2579,1,565,444
36047024500,4513,1337,2294,324,404
36047024600,3011,1557,43,938,392
36047024700,2594,722,1046,196,428
36047024800,2506,1121,5,890,391
36047024900,4146,1788,1650,98,403
36047025000,1914,130,1,1243,540
36047025100,4032,1121,2133,70,589
36047025200,5501,2156,74,1745,1132
36047025300,4003,1409,1716,96,552
36047025400,3306,1078,0,1738,418
36047025500,5558,125,1702,98,3568
36047025600,3134,791,24,2096,67
36047025700,2584,897,405,28,1178
36047025800,4871,2009,0,1445,1343
36047025901,2077,670,683,53,549
36047025902,3694,0,1834,44,1778
36047026000,3402,1206,22,1376,610
36047026100,5358,1072,2022,425,1605
36047026200,2819,693,27,1869,202
36047026300,2097,354,1345,57,243
36047026400,4446,1589,24,1633,1047
36047026500,4192,1036,2073,133,488
36047026600,3662,1019,0,1645,950
36047026700,4533,1530,2178,126,427
36047026800,4917,2056,4,1996,830
36047026900,3249,751,1731,35,511
36047027000,2519,1452,0,765,302
36047027100,3553,515,2365,244,376
36047027200,3803,1464,0,1171,1154
36047027300,3899,691,2904,82,107
36047027400,3412,1251,34,1488,382
36047027500,5031,742,3354,220,518
36047027600,3996,1179,24,1224,1345
36047027700,4473,467,3029,38,795
36047027800,3337,1303,25,1663,313
36047027900,3459,942,1746,72,518
36047028000,1946,729,4,766,446
36047028100,5175,625,2496,93,1819
36047028200,3623,1416,338,1561,212
36047028300,4015,643,1566,82,1463
36047028400,3614,1454,35,1364,678
36047028501,356,129,50,39,130
36047028502,3173,0,1630,51,1377
36047028600,5797,2108,249,1359,997
36047028700,3488,787,1381,210,1110
36047028800,3703,1119,22,1743,806
36047029000,3852,2614,0,716,348
36047029100,3525,637,2120,75,530
36047029200,2766,1267,48,608,712
36047029300,3553,521,2286,115,540
36047029400,2614,1081,289,724,387
36047029500,4113,916,2365,40,471
36047029600,6037,3155,0,1755,1007
36047029700,4761,858,3521,22,73
36047029800,4387,1542,38,1894,797
36047029900,2431,397,1236,6,681
36047030000,4415,1289,67,1793,978
36047030100,3350,527,2219,74,448
36047030200,4448,1345,62,2795,47
36047030300,5007,221,3785,22,892
36047030400,4547,1448,137,1817,833
36047030500,7144,3296,1887,384,1123
36047030600,2002,831,7,823,291
36047030700,7284,646,5054,79,1372
36047030800,1944,1225,0,583,103
36047030900,2444,6,1752,45,465
36047031100,3014,550,1898,137,306
36047031300,5111,1099,2622,138,660
36047031401,5157,2712,15,1429,951
36047031500,5348,2004,2286,421,501
36047031701,3792,987,2147,119,345
36047031702,3834,1367,1445,152,591
36047031900,3100,1823,964,23,261
36047032100,5254,1101,2942,115,993
36047032300,3575,761,2222,8,544
36047032500,6321,730,4417,153,736
36047032600,7510,540,2464,1343,2554
36047032800,2848,537,763,887,657
36047032900,6174,2864,2629,71,520
36047033000,5007,764,2164,370,1385
